tic_id,pl_name,hostname,pl_orbper,pl_trandur,pl_trandep,pl_tranmid,pl_rade,st_rad,ra,dec,sy_dist,sy_tmag
"TIC 17409453","K2-87 b","K2-87",9.72661800000,4.5600000,0.26920000,2457072.30232000,7.60000000,1.401000,66.2363638,18.8273617,491.24200000,12.9285000
"TIC 394172596","Kepler-444 c","Kepler-444",4.54588410000,1.7367000,0.00440000,2454964.52200000,0.49700000,0.752000,289.7528323,41.6318840,36.43960000,8.1115000
"TIC 275490034","Kepler-1173 b","Kepler-1173",0.76985360000,1.0276000,0.01096000,2454965.52142000,0.89000000,0.820000,293.1311803,45.6634153,377.06000000,13.2177000
"TIC 119292328","TOI-512 b","TOI-512",7.18886000000,3.3100000,0.02460000,2458471.21200000,1.54000000,0.890000,96.6467023,-38.6072095,67.39750000,8.9767000
"TIC 159217436","Kepler-207 d","Kepler-207",5.86807500000,3.9700000,0.04356000,2455003.32243000,3.31000000,1.588000,290.0305195,42.1660555,875.51900000,12.7362000
"TIC 404340025","WASP-108 b","WASP-108",2.67555212374,3.2277336,1.43409909,2456413.79490000,15.13212395,1.344150,195.8281644,-49.6397727,258.77700000,10.7036000
"TIC 97825640","TOI-2989 b","TOI-2989",3.12283200000,2.6800000,2.80600000,2459302.22420000,12.55405838,0.760000,171.2316754,-27.0623619,195.79500000,12.7103000
"TIC 34077285","TOI-880 c","TOI-880",6.38727030000,2.3430000,0.35100000,2459403.67511000,4.95000000,0.830000,94.1644734,-13.9873370,60.66790000,9.2563000
"TIC 394172596","Kepler-444 f","Kepler-444",9.74048600000,1.6909000,0.00756000,2454967.87910000,0.74100000,0.752000,289.7528323,41.6318840,36.43960000,8.1115000
"TIC 27914389","Kepler-524 b","Kepler-524",7.97419807000,5.3605000,0.02931000,2455007.52833000,1.91000000,1.100000,296.8591787,49.1620125,1058.24000000,13.4203000
"TIC 273383120","Kepler-115 b","Kepler-115",2.40367900000,1.3060000,0.00749000,2454967.72847000,1.09000000,1.205000,297.7119299,45.2619850,623.60900000,12.9485000
"TIC 164882482","Kepler-1130 c","Kepler-1130",3.26663994800,2.0589000,0.00570000,2454969.08707000,0.79239584,0.842000,285.2074210,45.3843330,249.34300000,11.8799000
"TIC 73448352","HAT-P-47 b","HAT-P-47",4.73217441000,2.5890000,0.81210000,2458387.36996000,14.71739166,1.515000,38.3080745,30.3604530,282.09600000,10.1868000
"TIC 212253390","TOI-2211.01","TOI-2211",3.09268675700,2.0586000,0.02726778,2459038.10320000,1.56100000,0.834000,308.5390859,-29.6726127,70.29320000,9.2551000
"TIC 399860218","Kepler-124 b","Kepler-124",3.41049300000,2.3890000,0.01362000,2454964.57549000,0.73000000,0.636000,286.7527322,49.0648788,420.04600000,13.5711000
"TIC 39200363","TOI-2133 b","TOI-2133",3.82664720000,2.1130000,0.11818154,2458985.88310000,2.37000000,0.620000,261.2438308,32.7983974,75.19730000,10.8571000
"TIC 179012583","WASP-157 b","WASP-157",3.95162300000,1.8530000,0.76280000,2457222.23863000,11.19000000,1.100000,201.6551525,-8.3176353,334.03700000,11.7283000
"TIC 336691874","TOI-5322 b","TOI-5322",5.42332070000,5.1110000,1.08600000,2460035.27909000,16.61170940,1.462000,6.5293373,14.3364283,476.89900000,12.0075000
"TIC 120578688","Kepler-1939 b","Kepler-1939",2.79065990400,0.6620000,0.02239000,2454966.15339000,1.16480773,0.603000,285.6899312,40.9946659,189.83300000,12.6441000
"TIC 117642575","TIC 117642575 b","TIC 117642575",4.94459060181,3.5188411,,2458378.78884409,2.82716337,1.081020,9.4800698,-37.0662905,188.75800000,10.4182000
"TIC 27394293","Kepler-142 b","Kepler-142",2.02415200000,2.4890000,0.02394000,2455003.49468000,1.99000000,1.269000,295.1190067,48.4813635,548.68600000,12.7501000
"TIC 272278272","Kepler-1336 c","Kepler-1336",5.77721211000,2.4230000,0.01343000,2454970.16681000,1.71000000,1.300000,296.2776587,46.8998006,1126.64000000,13.5344000
"TIC 352011875","Kepler-91 b","Kepler-91",6.24658000000,11.2610000,0.03968000,2454969.39580000,15.32270300,6.300000,285.6729033,44.1167513,1294.69000000,11.7971000
"TIC 70803960","K2-290 b","K2-290",9.21165000000,4.9600000,,2457994.77250000,3.06000000,1.511000,234.8578846,-20.1988975,272.90900000,10.3985000
"TIC 27776660","Kepler-1061 b","Kepler-1061",2.75798266600,2.2906000,0.02208000,2454964.87883000,1.98000000,1.070000,296.2300306,50.2752091,543.37500000,12.8066000
"TIC 53189332","WASP-106 b","WASP-106",9.28969000000,5.3340000,0.62040000,2457977.97960000,12.10569916,1.470000,166.4296276,-5.0794854,352.18100000,10.9900000
"TIC 351910733","Kepler-1067 b","Kepler-1067",0.76212926100,1.0760000,0.00712000,2454964.62001000,0.80000000,0.930000,285.3873706,45.0490265,667.69300000,13.7729000
"TIC 104986789","TOI-2578 b","TOI-2578",3.45796670000,2.6230000,1.15116467,2459911.48030000,19.66055215,1.640000,68.0521023,52.2526547,285.53000000,10.5863000
"TIC 26054627","TOI-5349 b","TOI-5349",3.31792100000,1.9500000,2.50100000,2459521.81840000,10.20000000,0.580000,52.7125703,20.8796279,188.33600000,13.8117000
"TIC 274020852","Kepler-1039 b","Kepler-1039",0.93488424200,1.4174000,0.02826000,2454964.58185100,1.46000000,0.740000,298.3266169,45.3154212,306.91000000,13.4007000
"TIC 354469661","HAT-P-60 b","HAT-P-60",4.79478130000,5.0350000,0.68640000,2458360.94029000,18.28184752,2.197000,28.2825719,52.0539209,233.22000000,9.1792500
"TIC 257429687","K2-385 b","K2-385",2.38086700000,1.9200000,0.05060000,2457393.45440000,1.53900000,0.761000,12.6140752,5.8712567,420.81900000,13.7196000
"TIC 158169713","Kepler-1358 b","Kepler-1358",7.06317341000,2.2610000,0.01988000,2454965.53077000,1.12000000,0.790000,286.1705469,43.0089000,546.99800000,13.9852000
"TIC 399954349","Kepler-411 b","Kepler-411",3.00515600000,1.9686000,0.06900000,2455135.38740000,2.40100000,0.820000,287.6057027,49.5233937,153.67600000,11.6052000
"TIC 390021939","TOI-4030 b","TOI-4030",2.50900199461,2.6675173,0.29700000,2459683.99557819,5.84625590,0.991737,277.6228367,56.7704522,571.61500000,13.2338000
"TIC 147950620","TOI-1194 b","TOI-1194",2.31064460000,1.6276453,0.67170000,2458684.92352000,8.71664516,0.960800,167.8214811,69.9647749,149.66700000,10.4782000
"TIC 168281028","HATS-38 b","HATS-38",4.37502100000,3.2160000,0.32709829,2457725.16042000,6.88232600,1.105000,154.2710615,-25.2762982,343.52500000,11.8134000
"TIC 178172313","TIC 178172313 b","TIC 178172313",4.37318161360,2.1515060,,2458405.95505158,2.80405322,0.843450,43.4062672,-32.0770480,178.13700000,11.2523000
"TIC 393633044","TOI-4029 b","TOI-4029",5.88498234631,3.9572737,0.30300000,2458981.90779801,6.73756618,1.178340,239.2337189,16.9802854,274.43600000,11.1718000
"TIC 270956861","Kepler-326 b","Kepler-326",2.24832900000,2.0710000,0.02632000,2454966.42421000,1.52000000,0.801000,294.3255898,46.0022646,487.67500000,13.0846000
"TIC 162802770","TOI-2641 b","TOI-2641",4.88097400000,1.6800000,0.33855527,2459332.21332000,18.10250383,1.336000,171.1303716,-42.7321394,344.04500000,11.1897000
"TIC 434398831","TIC 434398831 c","TIC 434398831",6.21029100000,3.0400000,,2458470.62390000,5.63000000,0.909000,93.9592639,16.0238459,217.01100000,11.3110000
"TIC 428699140","TOI-3082 b","TOI-3082",1.92690700000,1.7631790,0.22600000,2459309.11990000,3.66210000,0.684700,195.9080719,-19.2189845,113.04800000,11.7662000
"TIC 272282253","Kepler-1037 b","Kepler-1037",1.06378867300,1.0764000,0.02658000,2454964.52473500,1.28000000,0.780000,296.3410342,47.1709335,446.91400000,13.6376000
"TIC 343628284","TOI-1448 b","TOI-1448",8.11224500000,3.1278520,0.47230724,2458713.33750000,2.74900000,0.380000,316.3240030,57.7710946,73.33450000,13.1717000
"TIC 294329732","TIC 294329732 b","TIC 294329732",9.75658761810,3.2516091,,2459336.13943753,2.07692266,0.920172,109.1177907,-58.2371507,189.33300000,11.3468000
"TIC 274367763","TOI-3474 b","TOI-3474",3.87951050000,3.7990000,1.14800000,2459789.28867000,14.67255574,1.256000,233.5033482,-47.9636597,420.12300000,11.9672000
"TIC 378086008","Kepler-825 c","Kepler-825",8.18182460000,2.4596000,0.02996000,2454967.81479000,1.84000000,1.080000,294.7698250,39.3984081,807.85000000,13.7194000
"TIC 104024556","WASP-167 b","WASP-167",2.02195960000,2.7240000,0.82000000,2456592.46430000,17.71022000,1.790000,196.0437932,-35.5495292,423.55200000,10.3182000
"TIC 106352250","CoRoT-28 b","CoRoT-28",5.20851000000,5.7000000,,2455755.84660000,10.70459500,1.780000,278.6883216,5.5736911,766.18300000,12.6710000
"TIC 158789380","Kepler-190 b","Kepler-190",2.01999900000,1.8210000,0.03417000,2455003.06945000,1.56000000,0.795000,288.5839761,44.7337701,433.38700000,13.5519000
"TIC 1309019","NGTS-17 b","NGTS-17",3.24253000000,3.3910000,0.80330221,2458442.52190000,13.89913607,1.337000,72.9005729,-34.2262128,1040.28000000,13.7671000
"TIC 198190129","TIC 198190129 b","TIC 198190129",7.94804910667,2.5882759,,2459789.40196039,2.92284949,0.640675,246.3322839,60.3771414,130.03500000,12.4441000
"TIC 120103486","Kepler-1933 b","Kepler-1933",4.94329023400,2.9334000,0.01262000,2454968.57568000,1.17984089,1.008000,283.9950850,39.9170121,328.00700000,12.2136000
"TIC 148673433","TOI-5704 b","TOI-5704",3.77111600000,2.3375061,0.16476730,2459610.75680000,3.22740000,0.757500,169.8248694,44.9890782,89.63700000,10.6147000
"TIC 59843967","HATS-4 b","HATS-4",2.51672900000,2.5272000,1.64065457,2455808.34095000,11.43300000,0.925000,94.1120914,-22.5468824,416.45900000,12.7632000
"TIC 198390247","TOI-1453 b","TOI-1453",4.31352250000,1.9980000,0.02740000,2459392.90013000,1.17300000,0.720000,258.2232705,57.1977779,78.74150000,10.1426000
"TIC 121124617","Kepler-1898 b","Kepler-1898",4.76562023200,2.1650000,0.00675000,2454966.50380000,0.93353523,1.125000,287.2058009,38.4981903,360.92100000,12.6832000
"TIC 164781116","Kepler-1274 b","Kepler-1274",6.98152703000,5.8960000,0.00374000,2454965.76973000,1.42000000,2.170000,284.5936858,46.4497364,614.64800000,11.3006000
"TIC 203214081","G 9-40 b","G 9-40",5.74599820000,1.6930000,0.36500000,2459503.32682000,1.90000000,0.302600,134.7188514,21.0747961,27.92760000,11.5219000
"TIC 2621212","K2-199 c","K2-199",7.37448970000,2.4520000,0.17390000,2457222.93034000,2.85000000,0.682000,208.9014508,-6.1360833,107.51800000,11.2309000
"TIC 161687211","TOI-7394 B b","TOI-7394 B",1.25299500000,1.2590000,3.18528076,2460556.90137000,11.50000000,0.609000,236.0551933,58.5527617,189.98600000,13.7088000
"TIC 331484427","TOI-5811 B b","TOI-5811 B",6.25663000000,4.8500000,,2460549.42200000,21.96960217,3.730000,310.9101344,19.7291680,170.13500000,8.3076200
"TIC 148960849","TOI-5614 b","TOI-5614",4.17221328949,2.5105996,0.19800000,2459428.49471579,3.21759316,0.734919,189.4323154,69.4584273,223.01600000,13.0076000
"TIC 158554588","Kepler-20 b","Kepler-20",3.69610490000,2.4630000,0.03967000,2454967.50225000,1.77300000,0.916400,287.6979913,42.3385782,282.56300000,11.9623000
"TIC 391880567","CoRoT-8 b","CoRoT-8",6.21229000000,2.7400000,0.65100000,2454238.97430000,6.39000000,0.770000,291.5885696,1.4262972,322.03700000,13.4202000
"TIC 18310799","K2-136 b","K2-136",7.97525000000,2.6700000,,2458679.08300000,1.01400000,0.677000,67.4128615,22.8825674,59.24740000,10.1192000
"TIC 261136679","pi Men c","HD 39091",6.26783990000,2.9520240,0.02675900,2458425.78920400,2.01890000,1.170000,84.2992798,-80.4646041,18.27020000,5.1054000
"TIC 260004324","LHS 1815 b","LHS 1815",3.81433400000,1.4870003,0.04608505,2458327.41610000,1.08800000,0.501000,91.0899861,-55.3115376,29.84240000,10.1428000
"TIC 166527623","HIP 67522 b","HIP 67522",6.95947310000,4.8500000,0.42100000,2458604.02376000,9.98720180,1.380000,207.5260010,-40.8358961,127.28000000,9.1871000
"TIC 299799658","TOI-1062 b","TOI-1062",4.11296000000,1.0584261,0.05389646,2459082.59000000,2.26500000,0.840000,38.1209678,-78.0236828,82.17330000,9.4780000
"TIC 392476080","TOI-2109 b","TOI-2109",0.67247414000,1.8010000,0.66510000,2459378.45937000,15.09849700,1.698000,253.1862971,16.5799153,262.04100000,9.7856900
"TIC 394561119","TOI-1107 b","TOI-1107",4.07823870000,4.9104136,0.66676920,2459385.01230000,14.57167491,1.810000,155.6078632,-82.2188693,281.31400000,10.0068000
"TIC 305424003","TOI-907.01","TOI-907",4.58491290000,5.2493974,0.21010683,2460846.15200500,9.61588510,2.059789,262.1834072,-62.8403830,312.52900000,9.9444000
"TIC 369327947","LHS 475 b","LHS 475",2.02908800000,0.7250000,0.11010000,2459822.37625930,0.99100000,0.278900,290.2379403,-82.5597883,12.48140000,10.1508000
"TIC 406941612","TOI-912 b","TOI-912",4.67806910000,1.7000000,0.18356055,2458628.40610000,1.93000000,0.419000,229.3285665,-80.4733446,26.10720000,10.4904000
"TIC 391903064","TOI-3353.01","TOI-3353",4.66579650000,3.0411764,0.05137476,2460846.02660200,2.66675550,1.020700,106.5298146,-75.8195594,78.75770000,8.7843000
"TIC 46432937","TIC 46432937 b","TIC 46432937",1.44044527000,1.1950000,4.71516469,2459952.28894000,13.31626907,0.529900,83.8689794,-14.5971909,90.53690000,12.3718000
"TIC 237158650","Kepler-546 b","Kepler-546",4.14702025800,2.8969000,0.36807000,2455003.32606600,7.00000000,1.150000,283.2575730,40.9904095,1019.65000000,13.7592000
"TIC 169556484","Kepler-433 b","Kepler-433",5.33408384000,6.1780000,0.51061000,2454964.98152000,16.25000000,2.260000,297.5936232,40.9772546,1878.31000000,13.9271000
"TIC 164460347","Kepler-1157 b","Kepler-1157",4.45743164000,2.3577000,0.01757000,2454965.16009000,1.09000000,0.710000,283.1209268,43.5255701,342.14400000,13.6820000
"TIC 123231081","Kepler-431 b","Kepler-431",6.80300000000,4.6080000,0.00327000,2454971.04780000,0.76400000,1.092000,281.1123072,43.2277663,486.54600000,11.5319000
"TIC 8967242","TOI-1799 b","TOI-1799",7.09457086500,2.5704000,0.02842381,2458904.81760000,1.64200000,0.957000,167.2329152,34.3030149,62.12740000,8.3662000
"TIC 61098812","WASP-54 b","WASP-54",3.69364000000,4.4661850,0.86000000,2459163.93328000,17.71022000,1.760000,205.4542456,-0.1281712,251.30300000,9.8722900
"TIC 98591691","K2-250 b","K2-250",4.01392000000,2.3664000,0.09700000,2457620.25350000,2.71257333,0.797000,185.0315429,-8.9757427,414.70800000,13.3793000
"TIC 345143460","TOI-1533 c","TOI-1533",8.06379260000,1.2200000,0.23010000,2459853.88720000,7.50000000,0.849000,355.2467209,57.4852417,100.05100000,10.1128000
"TIC 125552076","TOI-3856 b","TOI-3856",2.04360352000,1.8250000,1.39700000,2459574.66334000,13.59649359,1.055000,145.2229223,27.9501580,314.44300000,11.6550000
"TIC 239227652","Kepler-755 c","Kepler-755",2.85313364400,1.4352000,0.02771000,2454966.79662000,1.26000000,0.770000,296.8609348,41.0973178,399.03400000,13.4250000
"TIC 200322593","TOI-540 b","TOI-540",1.23914910000,0.4887749,0.23186594,2458411.82601000,0.90300000,0.189500,76.3096949,-47.9375391,14.00220000,11.5045000
"TIC 63283780","Kepler-210 c","Kepler-210",7.97251300000,2.9020000,0.32450000,2455004.58436000,3.62000000,0.650000,292.5034196,43.0832188,232.75000000,13.0702000
"TIC 188624430","TIC 188624430 b","TIC 188624430",6.21860433132,2.2121116,,2459719.66448413,3.64811843,0.786574,258.5566927,53.7060189,300.74300000,12.5046000
"TIC 123408863","Kepler-1174 b","Kepler-1174",6.89225223000,2.4556000,0.02144000,2454965.46430000,1.59000000,1.040000,281.8314296,42.2988910,1408.75000000,13.7214000
"TIC 159579593","Kepler-607 b","Kepler-607",0.63816320400,1.1839000,0.01097000,2454964.74909000,0.87000000,0.800000,291.0571451,44.6323060,519.12200000,13.7946000
"TIC 299218775","Kepler-1082 b","Kepler-1082",1.54320660400,2.6094000,0.00912000,2454964.55588000,1.12000000,1.140000,289.3586737,50.5984489,739.55700000,12.9171000
"TIC 118956453","WASP-170 b","WASP-170",2.34478022000,2.0400000,1.38200000,2457802.39150000,12.28506400,0.938000,135.4163028,-20.7203686,305.60300000,11.9397000
"TIC 468350765","TOI-7155 b","TOI-7155",3.89489711981,2.2083903,0.10710000,2459737.32220814,2.40821473,0.670748,12.4454481,79.2878555,144.75100000,11.8389000
"TIC 367630162","TOI-2104 b","TOI-2104",5.90437045700,2.6272026,0.03510000,2459408.79039182,1.52898127,0.723757,151.6122146,83.0878397,76.74180000,10.0556000
"TIC 233087860","TOI-1184 b","TOI-1184",5.74843380300,1.8879000,0.10410000,2459960.51150000,2.39000000,0.690000,272.2045196,60.6787845,58.59460000,9.9469000
"TIC 44745133","HATS-61 b","HATS-61",7.81795300000,5.5296000,0.36500000,2457673.06110000,13.39475500,1.664000,61.6578005,-25.3496674,679.76100000,12.5757000
"TIC 77156657","WASP-159 b","WASP-159",3.84040100000,5.5872000,0.45300000,2457668.08490000,15.46842000,2.110000,68.1364792,-38.9682973,715.38300000,11.8831000
"TIC 9344899","TIC 9344899 b","TIC 9344899",8.58215660000,4.0000000,0.71000000,2459163.64720000,9.16000000,1.060000,72.7939340,-8.4473205,532.22800000,12.7350000
"TIC 400432230","WASP-194 b","WASP-194",3.18338700000,2.0170000,1.01430000,2457449.05110000,15.47960235,1.409000,295.3877064,56.2178049,476.83100000,11.5787000
"TIC 59128183","TOI-2453 b","TOI-2453",4.44143463188,1.4625240,0.33758183,2459494.61239787,3.24380341,0.502498,74.8374845,12.9363528,81.90430000,12.4223000
"TIC 417047499","TOI-3523 A b","TOI-3523 A",2.30458952000,3.6500000,1.02200000,2460417.45562000,15.97279750,1.448000,304.2834581,42.9065338,645.29400000,12.1042000
"TIC 37348844","NGTS-10 b","NGTS-10",0.76689440000,1.0910000,3.31000000,2460015.08242700,13.89913607,0.700000,91.8722801,-25.5948963,324.69865036,13.6050000
"TIC 63066101","Kepler-406 c","Kepler-406",4.62332000000,3.0364000,0.00620000,2454965.37438000,0.85000000,1.070000,291.8481764,44.9682807,364.03000000,12.0110000
"TIC 348755728","TOI-1883 b","TOI-1883",4.50800000000,1.9510000,1.25229614,2459256.84600000,5.65000000,0.506000,134.0892456,-12.9306438,115.36900000,13.3462000
"TIC 293954617","HD 235088 b","HD 235088",7.43413250000,2.6730000,0.07010000,2458705.64614000,1.98200000,0.772000,300.6154535,53.3774418,41.17060000,8.3879000
"TIC 137151335","Kepler-93 b","Kepler-93",4.72673978000,2.8898000,0.02731000,2454944.29227000,1.47800000,0.919000,291.4181275,38.6723124,95.91150000,9.4087000
"TIC 167714124","NGTS-31 b","NGTS-31",4.16273400000,3.3190000,1.28700000,2459039.16150000,18.04645893,1.700000,80.4212533,-38.6568270,497.37600000,12.8482000
"TIC 272269239","Kepler-1375 b","Kepler-1375",3.30041920000,4.4980000,0.00988000,2454966.56382000,1.74000000,1.780000,296.2935173,43.4032189,1430.84000000,13.2891000
"TIC 120105633","Kepler-1338 b","Kepler-1338",0.93511805700,1.5420000,0.00648000,2454965.19931000,0.92000000,1.050000,284.0422701,41.6990348,753.26000000,13.1175000
"TIC 91051152","WASP-59 b","WASP-59",7.91958500000,2.4480000,1.69000000,2455830.95559000,8.68700000,0.613000,349.6229547,24.8892770,115.93600000,11.5549000
"TIC 393831507","TOI-1820 b","TOI-1820",4.86067400000,2.9200000,0.61400000,2458903.06380000,12.77823800,1.510000,187.6867207,27.4520016,248.50400000,10.5268000
"TIC 332660150","TOI-938 b","TOI-938",8.80733882211,4.4337516,0.17000000,2458445.17796099,4.82401567,0.985134,63.0323442,-12.1188357,215.03400000,10.8479000
"TIC 158626833","Kepler-192 d","Kepler-192",6.47027579000,3.2410000,0.01169000,2454969.50662000,1.02000000,0.940000,287.9179379,45.5928829,651.67400000,13.6013000
"TIC 378086008","Kepler-825 b","Kepler-825",3.77360059000,2.6854000,0.01760000,2454967.06939000,1.53000000,1.080000,294.7698250,39.3984081,807.85000000,13.7194000
"TIC 27913639","Kepler-1150 b","Kepler-1150",2.78786838600,2.0252000,0.02009000,2454966.90434000,1.02000000,0.720000,296.7244553,49.5326846,358.51800000,13.7478000
"TIC 271346561","Kepler-831 b","Kepler-831",5.62153941000,2.3638000,0.01723000,2454969.89050000,1.27000000,0.970000,294.9855607,42.7277355,593.54000000,13.1742000
"TIC 130640162","K2-257 b","K2-257",1.60588000000,1.3000000,0.03400000,2457583.28750000,0.83000000,0.500000,188.2782840,-1.9532879,64.00650000,11.8080000
"TIC 33692729","HIP 29442 d","TOI-469",6.42957500000,3.0800000,,2458472.98650000,1.53800000,0.980000,93.0578446,-14.6493167,68.19200000,8.7615000
"TIC 272172942","Kepler-806 b","Kepler-806",8.09219642000,5.4550000,0.00653000,2454971.04671000,1.14000000,1.160000,296.0071956,44.8535698,361.89600000,11.1508000
"TIC 53498154","TOI-5624 b","TOI-5624",3.39034730000,2.3920000,0.06670000,2459649.12840000,2.31400000,0.820000,180.8443476,49.2512257,101.91300000,10.0326000
"TIC 35021200","K2-158 c","K2-158",5.90279000000,5.0000000,0.01500000,2457583.88280000,1.28000000,0.950000,179.9397081,-5.7216879,197.29900000,11.1171000
"TIC 151759246","TOI-5800 b","TOI-5800",2.62788380000,1.2000000,0.07312083,2459771.71450000,2.46000000,0.773000,305.0655462,-7.4119237,42.90520000,8.6133000
"TIC 124379043","TOI-2803 A b","TOI-2803 A",1.96229325000,3.0910000,1.78100000,2459207.68640000,18.11371281,1.245000,93.1147397,-23.4924956,494.81800000,12.0753000
"TIC 269701147","HD 191939 b","HD 191939",8.88032560000,2.9390000,0.12380000,2459443.54236000,3.41000000,0.940000,302.0256247,66.8503014,53.60890000,8.2929000
"TIC 160045097","TOI-1782.02","TOI-1782",1.82902422700,1.5441000,0.07048494,2459632.81673000,1.83900000,0.669000,213.0787718,74.4117909,95.26490000,11.3069000
"TIC 388104525","WASP-119 b","WASP-119",2.49979000000,3.0240000,1.46212060,2456537.54700000,15.69260000,1.200000,55.9336392,-65.1937800,302.44800000,11.6035000
"TIC 709015","K2-279 b","K2-279",7.12260500000,3.0720000,0.02070000,2457222.13278000,1.21000000,0.860000,204.7792935,-6.0417592,182.98300000,11.1224000
"TIC 360630575","HD 109833 b","HD 109833",9.18852600000,2.4920000,0.04600000,2456437.57374000,2.88800000,1.000000,189.7758591,-74.5740205,79.55610000,8.7215000
"TIC 398275886","K2-147 b","K2-147",0.96193900000,0.9024000,0.05450000,2457343.30907000,1.47286006,0.578000,293.8330329,-28.4984750,90.54940000,12.1427000
"TIC 176868951","K2-131 b","K2-131",0.36930380000,1.0027781,0.07556536,2457582.93600000,1.69000000,0.759500,182.7514040,-9.7652392,152.50900000,11.3328000
"TIC 392681545","TOI-6054.01","TOI-6054",7.50142800000,5.6500000,0.02130000,2458817.90900000,2.64000000,1.662000,56.3370070,60.3509170,79.40700000,7.4961000
"TIC 122597057","Kepler-1937 b","Kepler-1937",9.68859958600,2.0000000,0.06661000,2454964.83350000,3.02291330,1.196000,290.6583922,40.7785383,905.06900000,13.6766000
"TIC 84339983","HAT-P-56 b","HAT-P-56",2.79083000000,2.2599869,1.10000000,2456774.09164000,16.92559000,1.470000,100.8480137,27.2521823,320.63900000,10.5136000
"TIC 123357864","Kepler-102 b","Kepler-102",5.28696500000,2.5910000,0.00430000,2454968.86960000,0.46000000,0.724000,281.4824731,47.2078263,107.79600000,10.8515000
"TIC 159396818","Kepler-915 b","Kepler-915",4.59489604000,2.8530000,0.01090000,2454966.83999000,1.50000000,1.380000,290.5921293,45.7372184,849.03600000,12.8627000
"TIC 151724385","TOI-5795 b","TOI-5795",6.14063250000,3.4070000,0.24694322,2459770.67397000,5.62000000,1.082000,304.8687820,-7.5476595,156.53000000,10.1872000
"TIC 159160230","TOI-5599 b","TOI-5599",5.43691503941,4.5164437,0.10200000,2459627.13284191,7.18882120,1.913340,199.3262375,55.6815392,547.94800000,11.2785000
"TIC 123444694","Kepler-1912 b","Kepler-1912",6.05921983700,1.2680000,0.01582000,2454966.67216000,1.35670508,0.962000,282.1178211,46.2239547,297.01700000,11.7892000
"TIC 355867695","TOI-1260 c","TOI-1260",7.49313400000,1.9700000,0.14210000,2459068.27050500,2.76000000,0.672000,157.1440712,65.8541986,73.59770000,10.8116000
"TIC 59088823","K2-396 b","K2-396",0.67386200000,1.6000000,,2457820.96360000,1.57900000,0.920000,74.6928607,17.2690562,274.86400000,12.2978000
"TIC 169814632","Kepler-1800 b","Kepler-1800",4.56202983900,2.8521000,0.00816000,2454965.64295000,0.99679734,2.506000,297.6513317,40.3524154,350.45500000,12.5401000
"TIC 443607377","TOI-6954 b","TOI-6954",4.02074127419,1.9852161,0.15560000,2459539.99302642,3.63524486,0.947112,168.3240591,-2.7877643,190.04200000,11.4374000
"TIC 14111411","K2-90 c","K2-90",2.90070600000,1.3032000,0.03890000,2457066.74000000,1.30000000,0.634754,59.1527391,22.4724517,134.18800000,12.4067000
"TIC 110999033","K2-247 c","K2-247",6.49424000000,1.7000000,0.11000000,2457588.13690000,2.19000000,0.690000,188.8935189,-10.0692793,258.11300000,13.5498000
"TIC 277869696","K2-322 b","K2-322",8.20500000000,,0.07100000,2457914.02200000,1.92000000,0.602000,156.6226981,4.7640203,123.41500000,12.3882000
"TIC 467331291","TOI-4155 b","TOI-4155",3.32072900000,2.4870000,0.09400000,2459803.93840000,3.21000000,0.950000,325.6362269,77.7343836,240.73700000,11.2473000
"TIC 120689253","Kepler-169 d","Kepler-169",8.34812500000,2.7900000,0.02941000,2454969.84117000,1.25000000,0.763000,285.9999204,40.9193822,406.52900000,13.5624000
"TIC 360742636","HATS-33 b","HATS-33",2.54955510000,2.6760000,1.49214022,2456497.23181000,13.78707000,1.022000,294.6336944,-55.3302692,248.46000000,11.2474000
"TIC 178155732","HR 858 b","HR 858",3.58528700000,2.7050000,0.02137000,2458409.19000000,2.00400000,1.258000,42.9849779,-30.8140609,31.96400000,5.9053000
"TIC 269263219","Kepler-1832 b","Kepler-1832",3.13878989200,1.6594000,0.01741000,2454966.65538000,1.22719556,0.722000,299.8517779,43.7320611,486.17400000,13.7817000
"TIC 362249359","TOI-833 b","TOI-833",1.04187770000,1.2737667,0.04653854,2458597.25600000,1.27000000,0.600000,145.6454720,-62.4758857,41.71480000,10.1461000
"TIC 153919886","TIC 153919886 b","TIC 153919886",2.10510492329,1.5674012,,2458895.78081640,2.70601108,0.591697,171.8440734,68.1810449,132.33000000,12.7637000
"TIC 286201103","TOI-6008 b","TOI-6008",0.85743470000,0.6500000,0.15170000,2460078.01621400,1.03000000,0.242000,310.4487344,49.6468992,23.10080000,12.2936000
"TIC 27843707","Kepler-554 b","Kepler-554",1.90220855600,2.2077300,0.23435000,2455003.44979000,4.29000000,0.920000,296.4068982,51.3581938,690.52500000,13.7737000
"TIC 423610130","K2-413 b","K2-413",0.80940000000,,,2457738.69240000,0.75990000,0.700000,353.4175668,-7.6120272,285.16200000,13.7731000
"TIC 440872576","TOI-3160 A b","TOI-3160 A",3.97128100000,2.9950000,0.87800000,2459609.98510000,13.76462830,1.346000,224.5658555,-27.6825503,567.67800000,11.9333000
"TIC 137155210","Kepler-398 d","Kepler-398",6.83437001000,2.1537000,0.01726000,2454969.86347000,0.88000000,0.670000,291.4688524,40.3437001,177.35500000,12.5199000
